split,image,label,face_height,face_width,cheek_width,jaw_width,eye_distance,mouth_width,brow_width,nose_to_chin,forehead_to_nose,face_ratio,cheek_to_jaw_ratio,jaw_to_face_ratio,cheek_to_face_ratio,eye_to_face_ratio,mouth_to_face_ratio,brow_to_face_ratio,upper_face_ratio,lower_face_ratio,jaw_angle,eye_opening,symmetry_score
train,data\face_shape\dataset\train\heart\Heart(0).jpg,heart,0.7517747766273306,1.132491398317083,1.132491398317083,0.9247934586277187,0.7119711637607834,0.4229049003448201,0.9326417488483708,0.48072648208902197,0.519347334067376,0.8830089142275435,1.2245884610792586,0.8166008677875966,1.0,0.6286768842737299,0.3734287968749871,0.8235309780138773,0.519347334067376,0.48072648208902197,131.49620009336434,0.07196093165082233,0.9221536304503488
train,data\face_shape\dataset\train\heart\Heart(1).jpg,heart,0.7813637967545745,1.1186161165294146,1.1186161165294146,0.8875177689947938,0.7313033943531051,0.4226960540148223,0.9473976285990765,0.44856338056529477,0.5514375989384553,0.8939617311277174,1.2603872909455816,0.7934069211771955,1.0,0.6537572483954777,0.3778740961879457,0.8469372241287247,0.5514375989384553,0.44856338056529477,135.64092689670963,0.07869221373298695,0.9824761246460103
train,data\face_shape\dataset\train\heart\Heart(10).jpg,heart,0.7851223006134808,1.1251932307595018,1.1251932307595018,0.9272223991043965,0.7308384399284161,0.4927294089019277,0.9473624565444608,0.4662230352643412,0.5346884774000346,0.8887362389524892,1.2135095440385448,0.8240561476525453,1.0,0.6495226063838853,0.4379064816887824,0.8419553465541151,0.5346884774000346,0.4662230352643412,134.0293491993219,0.0701109744759746,0.9274233195978606
train,data\face_shape\dataset\train\heart\Heart(100).jpg,heart,0.7800974787269755,1.1253455347936272,1.1253455347936272,0.895459126839111,0.7402581743431166,0.5481533032409726,0.9271423112321138,0.4247653984268556,0.5755689218996732,0.8886159575719881,1.2567246243454955,0.7957192694627129,1.0,0.6578052264444002,0.48709777245572516,0.823873452701031,0.5755689218996732,0.4247653984268556,135.46486350499254,0.0763735229466429,0.9589572487058555
train,data\face_shape\dataset\train\heart\Heart(101).jpg,heart,0.7259374451725621,1.0599263669023993,1.0599263669023993,0.8508621190716015,0.7073703494108589,0.4393115737007959,0.9063303925179584,0.40534823433783895,0.6089729642458768,0.943461764162418,1.2457087266488176,0.8027558759182665,1.0,0.6673768777713549,0.414473672340721,0.8550880710390099,0.6089729642458768,0.40534823433783895,135.57862422670826,0.07713945352876139,0.8030819288022487
train,data\face_shape\dataset\train\heart\Heart(102).jpg,heart,0.7703594974065571,1.0816764144550477,1.0816764144550477,0.8982961473977925,0.705766207626549,0.510813628489016,0.9106016924850633,0.4100490521632255,0.5942807743299584,0.9244908982357756,1.2041423283273294,0.8304666121895218,1.0,0.6524744352331251,0.47224255023288614,0.8418429766205336,0.5942807743299584,0.4100490521632255,136.983746314952,0.07602474366187571,0.875991646675909
train,data\face_shape\dataset\train\heart\Heart(103).jpg,heart,0.8262628952182094,1.0154334101338445,1.0154334101338445,0.7907639537079835,0.6828127247235422,0.3618472213339685,0.8589155791540817,0.39964072582946064,0.6174335493081479,0.984801159800513,1.2841169673609425,0.7787452587400613,1.0,0.6724347632342927,0.35634756324028516,0.845861058521669,0.6174335493081479,0.39964072582946064,142.05401649008223,0.094466824789441,0.7624438266048357
train,data\face_shape\dataset\train\heart\Heart(104).jpg,heart,0.7755984900415475,1.092565602954724,1.092565602954724,0.8641546017755981,0.7745227484841566,0.57330992636549,0.9469268435298568,0.4201553211618825,0.579899950657101,0.915276846804997,1.2643172884919023,0.7909406990651973,1.0,0.7089027390113186,0.5247373016458108,0.8667002155010162,0.579899950657101,0.4201553211618825,136.07991620645464,0.08539420022653281,0.9981926952288082
train,data\face_shape\dataset\train\heart\Heart(105).jpg,heart,0.7719412199722919,1.1364121625066215,1.1364121625066215,0.9130742062924985,0.720132743324213,0.43440090750953153,0.9638423960591017,0.40174808571537496,0.5988769233247964,0.879962422959525,1.2446000058647784,0.8034709909109921,1.0,0.6336897536680641,0.3822564751079039,0.8481450901872812,0.5988769233247964,0.40174808571537496,133.01220867086627,0.07356875107276226,0.93406370963771
train,data\face_shape\dataset\train\heart\Heart(106).jpg,heart,0.7562708480985247,1.1344583931848133,1.1344583931848133,0.9266047454980421,0.7002149926533129,0.5461341664037316,0.9412677169118859,0.41093214349721524,0.5892064628790735,0.8814778981824599,1.2243174867133362,0.8167816035075073,1.0,0.6172240399998887,0.4814051971271911,0.8297066887304918,0.5892064628790735,0.41093214349721524,133.06315385874586,0.07393252711667839,0.9406931483224267
train,data\face_shape\dataset\train\heart\Heart(107).jpg,heart,0.748878315938867,1.126452755720336,1.126452755720336,0.9193702708830762,0.7393836997038968,0.4156056851044253,0.947018650508178,0.431260457441579,0.5688983638147111,0.8877425128766514,1.2252438341717884,0.8161640745378298,1.0,0.6563823435551728,0.3689508352604248,0.8407087165431854,0.5688983638147111,0.431260457441579,131.71449614319533,0.06027405136817232,0.9935290396900587
train,data\face_shape\dataset\train\heart\Heart(108).jpg,heart,0.7723724537368365,1.1642715298224475,1.1642715298224475,0.8856575095050386,0.7357823275156166,0.5475656499767252,0.9714403251088339,0.39658325961256463,0.603453583040241,0.8589061695535068,1.3145843820294778,0.7606966990252714,1.0,0.6319679805516021,0.47030751500058526,0.8343760885890419,0.603453583040241,0.39658325961256463,139.44985239182233,0.07440429339574839,0.9887621120489727
train,data\face_shape\dataset\train\heart\Heart(109).jpg,heart,0.7788706970232523,1.13484546498473,1.13484546498473,0.9108121581521522,0.7123567888718466,0.4803753680375593,0.9383887153413714,0.4394346400663975,0.5613089503710598,0.8811772447039349,1.2459709225743039,0.802586947963358,1.0,0.6277125924642364,0.42329584323097513,0.8268867826457746,0.5613089503710598,0.4394346400663975,134.82594294330858,0.07949789151502072,0.9523422054224309
train,data\face_shape\dataset\train\heart\Heart(11).jpg,heart,0.8210806027085414,1.2791582639280774,1.2791582639280774,1.0077488297802017,0.8275813909859578,0.48612305665546324,1.0876269336379953,0.4007716448258018,0.6034433678261106,0.7817640929975077,1.2693224999398633,0.7878218498824192,1.0,0.6469734155057532,0.3800335504714343,0.8502676832951679,0.6034433678261106,0.4007716448258018,138.78064115874776,0.08583782642357675,0.8061166515230371
train,data\face_shape\dataset\train\heart\Heart(110).jpg,heart,0.7796876239076526,1.0819413199066086,1.0819413199066086,0.8770349153027153,0.6710862396185363,0.3768504150890738,0.8987370645182178,0.495754419581899,0.5100491147265019,0.9242645433731271,1.2336354015429,0.8106122755145534,1.0,0.6202612168250154,0.34830947682227625,0.8306708025494353,0.5100491147265019,0.495754419581899,130.69036974282375,0.06922135298111716,0.8548282661518689
train,data\face_shape\dataset\train\heart\Heart(111).jpg,heart,0.7798621416399663,1.1155661309011915,1.1155661309011915,0.8725625197574681,0.6969921119798658,0.5148719633124819,0.9140449176805205,0.42806511216717386,0.5722904327929115,0.8964058447993277,1.2784942117514595,0.7821701426634233,1.0,0.6247878029577791,0.46153423723661374,0.819355206617939,0.5722904327929115,0.42806511216717386,137.27894459475982,0.06579073384425499,0.9601283212100589
train,data\face_shape\dataset\train\heart\Heart(112).jpg,heart,0.742044470522301,0.9394972642829988,0.9394972642829988,0.7627804315065863,0.6522937750692431,0.3932202802457986,0.8363309233598949,0.4320609911908912,0.5989744870385043,1.0643990547041937,1.2316745756408236,0.8119027702424673,1.0,0.6943008775731323,0.4185432945841461,0.8901898442441575,0.5989744870385043,0.4320609911908912,144.3552530887381,0.08146965958270568,0.73545820987953
train,data\face_shape\dataset\train\heart\Heart(113).jpg,heart,0.7981096263357321,1.0750187125810937,1.0750187125810937,0.8091997500240249,0.7241616223096686,0.37819802220950394,0.9395475083838246,0.39985499367718325,0.6003011085093697,0.9302163658147162,1.3284961006836407,0.7527308506855253,1.0,0.673626992567389,0.35180598977803806,0.8739824687590729,0.6003011085093697,0.39985499367718325,139.82855485336495,0.09867072468294978,0.9821350229612522
train,data\face_shape\dataset\train\heart\Heart(114).jpg,heart,0.7372984663831432,1.1337392705838325,1.1337392705838325,0.9129962479393257,0.7028317237834256,0.4469516780742916,0.9237201578114557,0.41513282624179504,0.5898246174608622,0.8820370132235413,1.2417786744937167,0.8052964836167027,1.0,0.6199235944446857,0.39422792318389793,0.8147553690503946,0.5898246174608622,0.41513282624179504,132.1448424828206,0.07210728104192066,0.8635344309550103
train,data\face_shape\dataset\train\heart\Heart(115).jpg,heart,0.7933657673214569,1.0996524669860297,1.0996524669860297,0.8546939908144358,0.717116041442822,0.412493026509201,0.9533261967563262,0.44862741158139635,0.5516839347873416,0.9093782172297025,1.2866037187627513,0.7772400976437713,1.0,0.6521297073140949,0.3751121730666216,0.8669340772446404,0.5516839347873416,0.44862741158139635,134.78731302641472,0.07476337335839095,0.9639065738339209
train,data\face_shape\dataset\train\heart\Heart(116).jpg,heart,0.7510325393767234,1.1250333272040713,1.1250333272040713,0.8666243362179858,0.7206287338612118,0.4508715339818365,0.9272571240865787,0.4070605820537373,0.5929394180211137,0.8888625570632617,1.2981787842628583,0.7703099235039707,1.0,0.6405398990731375,0.4007628246021304,0.8242041383707224,0.5929394180211137,0.4070605820537373,140.37178221733302,0.08915515506713989,0.9777470643495645
train,data\face_shape\dataset\train\heart\Heart(117).jpg,heart,0.7545420689112109,1.126379569008704,1.126379569008704,0.9169051841340666,0.7543246117340151,0.5906544537560969,0.9596602834310152,0.4317953390435532,0.5694069894616159,0.8878001941033721,1.2284580657840505,0.8140286004486124,1.0,0.6696895367144093,0.524383138692684,0.8519865859033523,0.5694069894616159,0.4317953390435532,133.40700786613468,0.07171548961416033,0.9530615193374598
train,data\face_shape\dataset\train\heart\Heart(118).jpg,heart,0.7484905148482119,1.0806393270529566,1.0806393270529566,0.8701501023212107,0.6814556273729782,0.4699981338537421,0.8941956490522369,0.42987090914398474,0.5711272196043816,0.9253781303028547,1.241899902293001,0.8052178747688397,1.0,0.6306041343427653,0.4349259943514067,0.8274690978449066,0.5711272196043816,0.42987090914398474,134.45403350227866,0.09089981121028434,0.9473107651477957
train,data\face_shape\dataset\train\heart\Heart(119).jpg,heart,0.746378755412633,1.0982965900344777,1.0982965900344777,0.8292751944216696,0.7092296705052609,0.43644653274492445,0.9083407079044657,0.407752169082557,0.5969415201719319,0.9105008693222002,1.3244054536087042,0.7550557854282668,1.0,0.6457542315441377,0.39738494747691383,0.8270450041877587,0.5969415201719319,0.407752169082557,141.52527660745375,0.08168259665747454,0.8920319850765057
train,data\face_shape\dataset\train\heart\Heart(12).jpg,heart,0.7747760591228945,1.1608496586658708,1.1608496586658708,0.8945074398189445,0.6984068413050188,0.42080122553935534,0.9710525526770586,0.4100840517455367,0.5901612469511833,0.8614379928829627,1.2977529386461402,0.7705626935765091,1.0,0.6016341875895254,0.36249416313131316,0.8365015619620028,0.5901612469511833,0.4100840517455367,134.89479826076655,0.09823880147674945,0.9673891543332114
train,data\face_shape\dataset\train\heart\Heart(120).jpg,heart,0.7253309751493869,1.121795719171431,1.121795719171431,0.8790719684996091,0.7108005407747228,0.4544654046328107,0.9385142927715802,0.4076174577699094,0.5925243338586841,0.8914278980656207,1.2761136282005443,0.7836292771280141,1.0,0.6336274320067177,0.4051231403953683,0.8366178233099123,0.5925243338586841,0.4076174577699094,134.98228656620014,0.08176561575732848,0.9678787566234143
train,data\face_shape\dataset\train\heart\Heart(121).jpg,heart,0.7586083603641592,1.1279956341505128,1.1279956341505128,0.8340121420853113,0.707513150566182,0.440090552234289,0.9713311747656732,0.38224041661121716,0.6177766937490364,0.8865282539440805,1.3524930600292506,0.7393753280910534,1.0,0.6272303980139127,0.39015270884955044,0.8611125303664647,0.6177766937490364,0.38224041661121716,146.04381443936694,0.09425603152562767,0.9895481008079545
train,data\face_shape\dataset\train\heart\Heart(122).jpg,heart,0.7684433343207862,1.1169966794906283,1.1169966794906283,0.8894831374492349,0.7052854934025516,0.4084587798484953,0.925783028101246,0.5022142396747947,0.49932975633264315,0.8952578090527707,1.2557817371263862,0.7963167248221866,1.0,0.6314123455802708,0.365675912335532,0.8288144853961612,0.49932975633264315,0.5022142396747947,135.16614476166328,0.0560941361339052,0.9015856562222425
train,data\face_shape\dataset\train\heart\Heart(123).jpg,heart,0.7807779439471283,1.107408415293072,1.107408415293072,0.8497594000588345,0.6926456957054636,0.3972114796758767,0.9500092708267943,0.40826705723090523,0.5932961909564516,0.9030092115882588,1.3032023125797711,0.76734056588684,1.0,0.6254654435889917,0.3586856250959191,0.8578671226508401,0.5932961909564516,0.40826705723090523,139.29186978272259,0.09475890824169425,0.909041266747708
train,data\face_shape\dataset\train\heart\Heart(124).jpg,heart,0.749845953571274,1.0795735576111491,1.0795735576111491,0.8601912661644464,0.6803698572268742,0.4135073803038305,0.9141678469621687,0.3841175579639669,0.6221883231519524,0.9262916759583967,1.2550389664207107,0.7967880095802403,1.0,0.6302209353222563,0.38302844432280125,0.8467860670698663,0.6221883231519524,0.3841175579639669,138.11700439211253,0.08498112743200666,0.8173298453218603
train,data\face_shape\dataset\train\heart\Heart(125).jpg,heart,0.7785222368801363,1.0986032962149967,1.0986032962149967,0.8103224008929818,0.7563204204216716,0.37140978383191586,0.9871865042350643,0.3679986516425773,0.6327776671886185,0.9102466772540067,1.3557607379535936,0.7375932729173258,1.0,0.68843814962818,0.3380745216326303,0.8985832353099656,0.6327776671886185,0.3679986516425773,145.87903462886368,0.08426393398690718,0.9625213727137013
train,data\face_shape\dataset\train\heart\Heart(126).jpg,heart,0.7816636277726727,1.1118527539878464,1.1118527539878464,0.869280100194855,0.7171879471089269,0.4547045144903228,0.9672308477998313,0.4167524106702564,0.5832568665731195,0.8993996699772809,1.279050048124439,0.7818302352330703,1.0,0.6450386029414523,0.40896109026977606,0.8699271053030139,0.5832568665731195,0.4167524106702564,138.83692085380306,0.06365836445148969,0.9833240665743657
train,data\face_shape\dataset\train\heart\Heart(127).jpg,heart,0.7671140108627994,1.1231990857891632,1.1231990857891632,0.9145176049529504,0.7032100469350682,0.5174191925244558,0.9397134941701684,0.4857189727537455,0.5146496780300479,0.8903141149704523,1.2281874943751891,0.8142079320785838,1.0,0.6260778305753254,0.4606656104611369,0.8366401878879048,0.5146496780300479,0.4857189727537455,132.19493787955355,0.07851442777470191,0.9632226146358044
train,data\face_shape\dataset\train\heart\Heart(128).jpg,heart,0.7660336433728279,1.0940552095584515,1.0940552095584515,0.8530036533907618,0.7269653346329727,0.4831767491278852,0.9412470005879076,0.3962627005954326,0.6037491094552512,0.9140306551838355,1.2825914698131589,0.7796714881829634,1.0,0.6644686011105124,0.4416383605749567,0.8603286126371852,0.6037491094552512,0.3962627005954326,139.18736407869824,0.08867522802649956,0.9823347687463935
train,data\face_shape\dataset\train\heart\Heart(129).jpg,heart,0.7854815969951653,1.0943329779389315,1.0943329779389315,0.8725769715225994,0.7483370181947986,0.42156892960743947,0.973394919513714,0.4302121165284532,0.569811931028626,0.9137986519271326,1.2541391919034717,0.7973596602800113,1.0,0.6838293584135771,0.38522911956964245,0.8894869652443517,0.569811931028626,0.4302121165284532,137.8159762347558,0.09332277080763397,0.9782041587503056
train,data\face_shape\dataset\train\heart\Heart(13).jpg,heart,0.7583414781641993,1.1324727021907324,1.1324727021907324,0.8696763581453395,0.6948442239403055,0.49356951096347773,0.9494580710862907,0.4092224925477948,0.5915495413642103,0.8830234919265885,1.3021771738234083,0.7679446546154961,1.0,0.6135637729687891,0.43583347307946874,0.8383937813684995,0.5915495413642103,0.4092224925477948,140.9121607714082,0.08535029558366997,0.9232576426828416
train,data\face_shape\dataset\train\heart\Heart(130).jpg,heart,0.7770157213438375,1.0866650406718998,1.0866650406718998,0.8507878309200027,0.7378079648046875,0.55728668211534,0.9184790608334401,0.4033010295216791,0.5969777019111787,0.9202467757513266,1.2772456318478727,0.7829347582525973,1.0,0.6789654007351619,0.5128412723857961,0.8452273943270798,0.5969777019111787,0.4033010295216791,137.25800365035906,0.08336232668301134,0.9912444558196152
train,data\face_shape\dataset\train\heart\Heart(131).jpg,heart,0.759825915877925,1.095786139247111,1.095786139247111,0.8559428489527319,0.7352290129328675,0.4125828449757815,0.9710444102454879,0.414940951762877,0.5859627081907064,0.9125868307542898,1.2802094679426712,0.7811221718325714,1.0,0.6709603147910103,0.3765176709200369,0.8861623408675983,0.5859627081907064,0.414940951762877,136.08164897678927,0.09190434644796672,0.9197278733085341
train,data\face_shape\dataset\train\heart\Heart(132).jpg,heart,0.7671654599342158,1.107264455883778,1.107264455883778,0.8913685855585595,0.6704607031943819,0.5154640821690302,0.8866652628932894,0.43471445673307774,0.5671213520468262,0.9031266150432297,1.2422071787395688,0.8050186934313733,1.0,0.6055109053954456,0.46552933170568145,0.8007709975532319,0.5671213520468262,0.43471445673307774,134.3974161175409,0.06715250380293786,0.9228897214700971
train,data\face_shape\dataset\train\heart\Heart(133).jpg,heart,0.776159257842088,1.0987656460305368,1.0987656460305368,0.8513441983651338,0.7101295769842336,0.4488628644932113,0.9174880393234466,0.3977111936679567,0.6079842378543493,0.9101121823499458,1.2906244596962488,0.7748187263050571,1.0,0.6462975790603648,0.40851556117976456,0.8350170417486349,0.6079842378543493,0.3977111936679567,139.97709730325235,0.10133616889940106,0.8336737303549249
